ppTime.la,ppTime.ab,ppTime.bo,ppTime.or,ppTime.ra,ppTime.at,ppTime.to,ppTime.oi,ppTime.ir,ppTime.re,ppTime.eg,ppTime.gr,ppTime.re,ppTime.ey,ppTime.yc,prTime.la,prTime.ab,prTime.bo,prTime.or,prTime.ra,prTime.at,prTime.to,prTime.oi,prTime.ir,prTime.re,prTime.eg,prTime.gr,prTime.re,prTime.ey,prTime.yc,rpTime.la,rpTime.ab,rpTime.bo,rpTime.or,rpTime.ra,rpTime.at,rpTime.to,rpTime.oi,rpTime.ir,rpTime.re,rpTime.eg,rpTime.gr,rpTime.re,rpTime.ey,rpTime.yc,rrTime.la,rrTime.ab,rrTime.bo,rrTime.or,rrTime.ra,rrTime.at,rrTime.to,rrTime.oi,rrTime.ir,rrTime.re,rrTime.eg,rrTime.gr,rrTime.re,rrTime.ey,rrTime.yc,subject,time_to_type
801152,1702448,400576,1602304,1001440,4606624,1101584,2103024,2002880,1602304,1702448,2503600,801152,2303312,1101584,1702448,2503600,1502160,2303312,2103024,5307632,1702448,3004320,3104464,2303312,2703888,3004320,2002880,2904176,1802592,-300432,801152,-400576,500720,300432,3505040,400576,1502160,1101584,500720,1001440,1502160,300432,1101584,500720,600864,1602304,701008,1201728,1402016,4206048,1001440,2403456,2203168,1201728,2002880,2002880,1502160,1702448,1201728,76,29242048
901296,1201728,400576,1702448,0,5207488,1001440,1602304,1702448,1502160,1101584,2603744,1201728,2804032,1902736,1402016,2103024,1402016,2403456,1201728,5908496,1702448,2403456,2703888,2804032,2002880,3304752,2403456,3505040,2904176,0,701008,-500720,701008,-701008,4005760,300432,901296,901296,500720,-200288,1702448,500720,1602304,1201728,500720,1602304,500720,1402016,500720,4706768,1001440,1702448,1902736,1802592,701008,2403456,1702448,2303312,2203168,76,29141904
901296,1402016,801152,1602304,400576,2703888,901296,2904176,1001440,2703888,1001440,2603744,1201728,2703888,1702448,1502160,2203168,1402016,2103024,1301872,3505040,1702448,3505040,1702448,3905616,2002880,3505040,1902736,3404896,2303312,0,801152,0,1001440,-100144,1802592,100144,2103024,400576,2002880,-200288,1602304,300432,2002880,1001440,600864,1602304,600864,1502160,801152,2603744,901296,2703888,1101584,3204608,801152,2503600,1001440,2703888,1602304,76,28440896
1001440,1702448,901296,1301872,1001440,2904176,1702448,1201728,1802592,1201728,1502160,2303312,1201728,1402016,1201728,1702448,2403456,1902736,2203168,1702448,3605184,2203168,1902736,2804032,2403456,2603744,3304752,2103024,2103024,2203168,300432,1001440,200288,300432,100144,2203168,1001440,701008,1101584,200288,300432,1201728,200288,500720,500720,1001440,1702448,1201728,1201728,801152,2904176,1502160,1402016,2103024,1402016,1402016,2203168,1101584,1201728,1502160,76,26438016
901296,1502160,1402016,701008,1602304,3004320,1201728,1201728,2002880,1502160,901296,2503600,1001440,1602304,1402016,1602304,2303312,2103024,1301872,2503600,3605184,1802592,1902736,2703888,2503600,2002880,3104464,2103024,2403456,2103024,100144,801152,600864,0,1001440,2103024,600864,600864,1301872,801152,-100144,1402016,400576,500720,600864,801152,1602304,1301872,600864,1902736,2703888,1201728,1301872,2002880,1802592,1001440,2002880,1502160,1301872,1301872,76,25937296
1201728,1201728,600864,1902736,1201728,3104464,901296,1702448,1702448,1402016,701008,2303312,1001440,1902736,1502160,1902736,2002880,1602304,2603744,1902736,3905616,1602304,2603744,2403456,2603744,1702448,2804032,2002880,2603744,2203168,500720,500720,-200288,901296,500720,2403456,100144,1001440,801152,701008,-500720,1301872,500720,901296,801152,1201728,1301872,801152,1602304,1201728,3204608,801152,1902736,1502160,1902736,500720,1802592,1502160,1602304,1502160,76,26538160
801152,2002880,400576,2002880,801152,2703888,1001440,1502160,1602304,1101584,801152,2703888,1001440,1902736,1802592,1502160,2703888,1301872,2804032,1602304,3304752,1802592,2203168,2703888,2203168,1702448,3304752,2002880,2503600,2904176,0,1301872,-300432,1101584,0,1902736,400576,701008,901296,0,-300432,1802592,400576,901296,1201728,701008,2002880,600864,1902736,801152,2503600,1201728,1402016,2002880,1101584,600864,2403456,1402016,1502160,2303312,76,26037440
901296,1702448,1201728,701008,1402016,3605184,901296,1702448,1702448,1101584,901296,2403456,1201728,1602304,1301872,1602304,2603744,1902736,1402016,2203168,4306192,1602304,2403456,2503600,2303312,1902736,3204608,2203168,2403456,2002880,0,1001440,300432,0,701008,2804032,200288,1001440,1001440,300432,-300432,1402016,400576,600864,500720,701008,1902736,1001440,701008,1502160,3505040,901296,1702448,1802592,1502160,701008,2203168,1402016,1402016,1201728,76,25837152
901296,1602304,6208928,3204608,1301872,2603744,1201728,1702448,1802592,1502160,500720,2503600,1201728,2303312,1001440,1802592,2603744,6809792,3705328,1902736,3104464,1802592,2403456,2603744,2403456,1301872,3304752,2002880,3104464,1802592,0,701008,5207488,2603744,801152,2002880,701008,1101584,1101584,701008,-400576,1702448,400576,1502160,200288,901296,1702448,5808352,3104464,1402016,2503600,1301872,1802592,1902736,1602304,400576,2503600,1201728,2303312,1001440,76,33948816
1001440,1402016,701008,1702448,1402016,2804032,1001440,1402016,1502160,1301872,500720,2203168,901296,1902736,1101584,1702448,2403456,1902736,2403456,2103024,3505040,1702448,2103024,2703888,2002880,1502160,2904176,2103024,2603744,2103024,300432,701008,-300432,500720,701008,2103024,300432,701008,801152,100144,-200288,1201728,200288,701008,400576,1001440,1702448,901296,1201728,1402016,2804032,1001440,1402016,2002880,801152,801152,1902736,1402016,1402016,1402016,76,24435136
500720,1602304,901296,1201728,1201728,1902736,901296,1502160,1201728,1301872,500720,2403456,901296,1802592,1101584,1301872,2503600,1702448,1902736,1802592,2603744,1602304,2403456,2303312,2203168,1301872,3104464,1902736,2503600,1902736,-200288,801152,0,400576,500720,1301872,200288,801152,300432,200288,-400576,1602304,200288,801152,400576,600864,1702448,801152,1101584,1101584,2002880,901296,1702448,1402016,1101584,400576,2303312,1201728,1502160,1201728,76,22732688
2203168,1602304,2403456,1602304,1702448,6409216,701008,3104464,1402016,1702448,1702448,2503600,1702448,2403456,2804032,2904176,2804032,3104464,2603744,2403456,7110224,1702448,4005760,2403456,2603744,2904176,3505040,2603744,3304752,3505040,1502160,901296,1201728,901296,701008,5708208,0,2103024,500720,701008,801152,1301872,701008,1502160,1902736,2203168,2103024,1902736,1902736,1402016,6409216,1001440,3004320,1502160,1602304,2002880,2303312,1602304,2403456,2603744,117,41059040
2603744,1802592,2703888,2303312,1802592,5608064,901296,4406336,1502160,3204608,2703888,2703888,1602304,1602304,3104464,3304752,3104464,3505040,3204608,2804032,6309072,1702448,4907056,2203168,3805472,3605184,3404896,2303312,2303312,3805472,1702448,1101584,1402016,1502160,901296,4606624,200288,3605184,1001440,2503600,2103024,1802592,901296,901296,2403456,2403456,2403456,2203168,2403456,1902736,5307632,1001440,4105904,1702448,3104464,3004320,2503600,1602304,1602304,3104464,117,45565520
2403456,1902736,2203168,1602304,1602304,5207488,1001440,4706768,1702448,1402016,1702448,2103024,1602304,1001440,3104464,3304752,2904176,2804032,2503600,2603744,5908496,1902736,5708208,2403456,2103024,2703888,2804032,2403456,2002880,3805472,1702448,1001440,1201728,1001440,701008,4206048,300432,3805472,701008,701008,1001440,1101584,901296,200288,2103024,2603744,2002880,1802592,1902736,1702448,4907056,1201728,4806912,1402016,1402016,2002880,1802592,1702448,1201728,2804032,117,39156304
3204608,2203168,3404896,1702448,2203168,4907056,801152,6008640,1502160,2904176,1702448,2403456,1502160,1301872,2603744,4005760,3304752,3905616,2503600,3104464,5507920,2002880,6709648,2103024,3505040,2703888,3004320,2203168,2002880,3304752,2403456,1402016,2303312,1201728,1402016,4005760,200288,4806912,801152,2303312,1101584,1402016,901296,600864,1902736,3204608,2503600,2804032,2002880,2303312,4606624,1402016,5507920,1402016,2904176,2103024,2002880,1602304,1301872,2603744,117,43963216
3505040,1902736,2203168,1301872,1201728,4606624,701008,3705328,1201728,1902736,1902736,2103024,1502160,1201728,3505040,4406336,3104464,2904176,2002880,2203168,5507920,1802592,4506480,2403456,2804032,2804032,2904176,2203168,2403456,4206048,2804032,1001440,1001440,600864,500720,3605184,-200288,2603744,400576,701008,1001440,1201728,701008,500720,2303312,3705328,2203168,1702448,1301872,1502160,4506480,901296,3404896,1602304,1602304,1902736,2002880,1402016,1702448,3004320,117,37654144
2503600,1802592,3204608,1702448,1502160,5007200,901296,3805472,1201728,1802592,1902736,2503600,1702448,801152,3004320,3304752,2804032,3805472,2403456,2403456,5908496,1702448,4506480,1702448,2503600,2904176,3104464,2203168,1602304,3705328,1502160,1001440,2203168,1101584,801152,4105904,0,3004320,500720,1301872,1201728,1502160,1101584,300432,2203168,2303312,2002880,2804032,1802592,1702448,5007200,801152,3705328,1001440,2002880,2203168,2103024,1602304,1101584,2904176,117,39857312
2403456,1402016,1902736,1402016,1502160,7310512,701008,3805472,1402016,1201728,1602304,2203168,1602304,500720,2603744,3104464,2603744,2603744,2403456,2403456,8011520,1402016,4706768,2103024,2203168,2804032,3104464,2403456,1502160,3505040,1402016,701008,701008,701008,500720,6409216,0,3104464,500720,500720,600864,1001440,701008,-300432,1602304,2103024,1902736,1402016,1702448,1402016,7110224,701008,4005760,1201728,1502160,1802592,1902736,1502160,701008,2503600,117,36552560
2804032,1402016,2403456,2804032,1702448,4806912,701008,3304752,1402016,1402016,2002880,2403456,1502160,1001440,2103024,3304752,2403456,3104464,3705328,2503600,5507920,1402016,4005760,1902736,2103024,2904176,3104464,2103024,1702448,2904176,2002880,901296,1402016,2103024,801152,4005760,0,2603744,701008,901296,1301872,1502160,801152,400576,1402016,2503600,1902736,2103024,3004320,1602304,4706768,701008,3304752,1201728,1602304,2203168,2203168,1402016,1101584,2203168,117,37053280
2203168,1402016,1702448,1301872,1201728,5507920,400576,2904176,1201728,1201728,1402016,2103024,1702448,1001440,2503600,3004320,2403456,2403456,2002880,2203168,6208928,1201728,3605184,1902736,1902736,2303312,2804032,2403456,1902736,3505040,1502160,600864,701008,600864,500720,4506480,-300432,2103024,500720,500720,701008,1201728,1001440,300432,1602304,2303312,1602304,1402016,1301872,1502160,5207488,500720,2804032,1201728,1201728,1602304,1902736,1702448,1201728,2603744,117,33247808
3805472,1902736,1902736,1301872,1502160,4606624,901296,3805472,1301872,1402016,1802592,2503600,5507920,3004320,2603744,4506480,2603744,2503600,2103024,2303312,5507920,1902736,4606624,1802592,2002880,2703888,3104464,6108784,3805472,3304752,3204608,1201728,1201728,701008,701008,3805472,0,2804032,500720,901296,1201728,1602304,4907056,2403456,1802592,3905616,1902736,1802592,1502160,1502160,4706768,1001440,3605184,1001440,1502160,2103024,2203168,5507920,3204608,2503600,117,43863072
2403456,1402016,1402016,1402016,1201728,4306192,701008,3104464,1201728,1402016,1402016,2103024,1502160,1101584,2804032,2804032,2103024,2203168,2403456,1902736,5307632,1602304,4005760,1902736,2103024,2303312,2804032,2203168,2103024,3605184,1702448,1001440,701008,600864,200288,3605184,-300432,2203168,300432,701008,701008,1201728,801152,400576,1802592,2103024,1702448,1502160,1602304,901296,4606624,600864,3104464,1001440,1402016,1602304,1902736,1502160,1402016,2603744,117,33247808
3004320,2303312,2103024,1602304,2203168,4306192,801152,3805472,1201728,1602304,1602304,2103024,1602304,1101584,2904176,3605184,3204608,2703888,2403456,3104464,5007200,1502160,4606624,1802592,2203168,2303312,2804032,2303312,1802592,3505040,2303312,1702448,1201728,1001440,1402016,3404896,100144,3104464,400576,1001440,1001440,1402016,901296,400576,2203168,2904176,2603744,1802592,1802592,2303312,4105904,801152,3905616,1001440,1602304,1702448,2103024,1602304,1101584,2804032,117,37854432
2403456,1902736,2603744,1402016,1001440,1902736,1201728,1602304,2103024,1201728,1702448,1101584,2703888,3104464,1602304,3304752,2904176,3304752,2403456,1902736,2804032,1902736,2303312,2804032,1702448,2403456,1802592,3404896,3805472,2303312,1702448,1001440,1602304,701008,0,1001440,300432,901296,1402016,500720,1201728,400576,2002880,2403456,901296,2603744,2002880,2303312,1702448,901296,1902736,1001440,1602304,2103024,1001440,1902736,1101584,2703888,3104464,1602304,74,32046080
3605184,1802592,1502160,2203168,2002880,2403456,1402016,1602304,2703888,1101584,2103024,1201728,3304752,3004320,1802592,4306192,2303312,2303312,3004320,2904176,3204608,2203168,2303312,3304752,1602304,2804032,1702448,4105904,3605184,2503600,3204608,1101584,1001440,1402016,1201728,1502160,600864,801152,2002880,500720,1602304,500720,2804032,2203168,1201728,3905616,1602304,1802592,2203168,2103024,2303312,1402016,1502160,2603744,1001440,2303312,1001440,3605184,2804032,1902736,74,37954576
1402016,1802592,2203168,1702448,1201728,2103024,1201728,1602304,2203168,1101584,1702448,1201728,2904176,4907056,2603744,2103024,2603744,2904176,2703888,2103024,2804032,1902736,2103024,2904176,1602304,2603744,1902736,3304752,5608064,3404896,701008,1101584,1402016,1001440,200288,1201728,500720,901296,1702448,400576,1201728,300432,2203168,4506480,1902736,1402016,1902736,2103024,2002880,1101584,1902736,1201728,1402016,2403456,901296,2103024,1001440,2603744,5207488,2703888,74,34950256
2804032,1001440,3004320,1402016,2403456,1802592,1702448,801152,2603744,1502160,2002880,1301872,4606624,1702448,2603744,3404896,1802592,3705328,2503600,3104464,2403456,2603744,1502160,3204608,2203168,2804032,1902736,5407776,2203168,3304752,2002880,400576,2203168,701008,1301872,1101584,1101584,-100144,1902736,901296,1301872,500720,4005760,901296,2103024,2603744,1201728,2904176,1802592,2002880,1702448,2002880,600864,2503600,1602304,2103024,1101584,4806912,1402016,2804032,74,37453856
1602304,2002880,1602304,1702448,1602304,1902736,1702448,1201728,2303312,1502160,1902736,1201728,3004320,1402016,2203168,2603744,2904176,2403456,2703888,2603744,2904176,2703888,2203168,3304752,2203168,2603744,2103024,3705328,1902736,3204608,801152,1001440,701008,901296,600864,901296,701008,200288,1301872,500720,1201728,500720,2103024,701008,1702448,1802592,1902736,1502160,1902736,1602304,1902736,1702448,1201728,2303312,1201728,1902736,1402016,2804032,1201728,2703888,74,33448096
1201728,2103024,1802592,1502160,1902736,2603744,1702448,1301872,2503600,1402016,2002880,1201728,3705328,3605184,2804032,2002880,2603744,2103024,2403456,2303312,3304752,2403456,1802592,3204608,2103024,2603744,1802592,4406336,4105904,3505040,701008,1301872,1301872,1201728,1001440,2203168,1001440,600864,2002880,701008,1301872,600864,3104464,2904176,2303312,1502160,1802592,1602304,2103024,1402016,2904176,1702448,1101584,2703888,1402016,1902736,1201728,3805472,3404896,3004320,74,39356592
1301872,1902736,1502160,1201728,901296,2103024,1201728,1502160,2403456,1101584,1902736,1201728,2603744,1902736,1602304,2002880,2703888,2203168,1902736,1702448,2804032,1902736,2203168,3104464,1802592,2603744,1902736,3605184,2603744,2403456,600864,1201728,701008,500720,200288,1301872,500720,801152,1702448,400576,1201728,500720,1902736,901296,901296,1301872,2002880,1402016,1201728,1001440,2002880,1201728,1502160,2403456,1101584,1902736,1201728,2904176,1602304,1702448,74,28941616
901296,2203168,1602304,1101584,1702448,2103024,1301872,1201728,2203168,1101584,1902736,801152,3004320,1502160,4506480,1602304,2904176,2103024,2203168,2603744,2603744,2103024,1802592,2904176,1602304,2303312,1402016,3605184,2203168,5207488,200288,1502160,901296,600864,600864,1201728,801152,400576,1602304,400576,1402016,400576,2403456,901296,3805472,901296,2203168,1402016,1702448,1502160,1702448,1602304,1001440,2303312,901296,1802592,1001440,3004320,1602304,4506480,74,37754288
1702448,1802592,1402016,1502160,901296,2103024,1201728,1201728,2203168,901296,2603744,1402016,3104464,2103024,1402016,2403456,2503600,2103024,2203168,1902736,2603744,2203168,1902736,3104464,1902736,3304752,2103024,3805472,2804032,2403456,1201728,1101584,701008,801152,200288,1101584,701008,200288,1502160,0,1602304,701008,2403456,1402016,701008,1902736,1802592,1402016,1502160,1201728,1602304,1702448,901296,2403456,1001440,2303312,1402016,3104464,2103024,1702448,74,30744208
1101584,1802592,1602304,1402016,901296,2203168,1502160,1201728,2303312,1402016,1802592,1201728,5407776,2103024,3204608,1802592,2503600,2303312,2103024,1502160,2904176,2303312,1802592,3104464,2103024,2603744,1802592,6208928,2503600,4005760,400576,1101584,901296,701008,200288,1602304,801152,400576,1702448,600864,1101584,400576,4806912,1301872,2804032,1101584,1802592,1602304,1402016,801152,2303312,1602304,1001440,2503600,1301872,1902736,1001440,5608064,1702448,3605184,74,34249248
1101584,1902736,1702448,1402016,701008,1602304,1201728,1502160,2603744,1001440,2002880,1201728,2904176,1402016,2103024,1802592,2603744,2403456,2103024,1702448,2303312,2403456,2403456,3304752,1802592,3004320,2203168,3905616,2103024,2804032,400576,1201728,1001440,701008,0,600864,500720,300432,1702448,300432,1201728,200288,1902736,400576,1402016,1101584,1902736,1702448,1402016,1001440,1301872,1702448,1201728,2403456,1101584,2203168,1201728,2904176,1101584,2103024,74,31445216
1201728,1602304,1402016,1301872,1101584,2002880,1702448,1101584,2804032,1502160,2002880,1402016,4005760,2002880,2303312,1602304,2303312,2002880,2403456,1902736,2703888,2603744,1702448,3505040,2303312,2804032,2103024,4706768,2703888,3204608,600864,1201728,701008,701008,0,1201728,1001440,200288,2203168,801152,1201728,600864,3304752,1301872,1602304,1001440,1902736,1301872,1802592,801152,1902736,1902736,801152,2904176,1602304,2002880,1301872,4005760,2002880,2503600,74,32947376
1301872,500720,1702448,3304752,2403456,2603744,4907056,2203168,2203168,2303312,1902736,8311952,1702448,2002880,1201728,2804032,2203168,2603744,4306192,3104464,3304752,6108784,3204608,2904176,3204608,3104464,9513680,2503600,3204608,2002880,400576,-1001440,0,2403456,1402016,1902736,4206048,1001440,1201728,1602304,1001440,7110224,500720,1201728,0,1902736,701008,901296,3404896,2103024,2603744,5407776,2002880,1902736,2503600,2203168,8311952,1301872,2403456,801152,70,45465376
1201728,500720,1602304,2603744,801152,2804032,1502160,4005760,4306192,2103024,1602304,5307632,1902736,6108784,1101584,2303312,1802592,2503600,3705328,1902736,3605184,2703888,4806912,5407776,2904176,2804032,6409216,2703888,7210368,1702448,200288,-600864,300432,1702448,-300432,1702448,701008,2804032,3505040,1001440,801152,4105904,801152,5307632,0,1301872,701008,1201728,2804032,801152,2503600,1902736,3605184,4606624,1802592,2002880,5207488,1602304,6409216,600864,70,41159184
2303312,701008,25837152,5507920,1101584,2904176,1702448,3004320,2403456,3104464,1402016,3304752,1702448,3104464,1402016,3705328,2403456,26838592,6609504,1902736,3605184,3104464,4005760,3404896,4706768,2804032,5007200,2703888,4306192,2103024,1201728,-701008,24134704,4506480,0,2103024,1001440,1602304,1402016,2103024,-200288,1902736,0,2103024,200288,2603744,1001440,25136144,5608064,801152,2804032,2403456,2603744,2403456,3705328,1201728,3605184,1001440,3304752,901296,70,70401232
1001440,600864,1101584,3104464,600864,2904176,1201728,4406336,2403456,2002880,1902736,1702448,3505040,3505040,1402016,2203168,2103024,2103024,4005760,1602304,3505040,2403456,5307632,3304752,2804032,3004320,2503600,4406336,4706768,2002880,-300432,-600864,-400576,2103024,-300432,1902736,600864,3204608,1502160,1101584,1101584,600864,2703888,2603744,200288,901296,901296,600864,3004320,701008,2503600,1802592,4105904,2403456,1902736,2203168,1402016,3605184,3805472,801152,70,35050400
1402016,701008,1201728,2804032,801152,4706768,1702448,2002880,2203168,2103024,2403456,3104464,1902736,3705328,500720,3004320,2303312,2103024,4306192,1902736,5608064,2804032,3004320,3104464,3605184,3605184,4506480,2804032,4706768,1201728,300432,-901296,-400576,1902736,-701008,3605184,801152,901296,1201728,1201728,901296,1902736,500720,2804032,-500720,1902736,701008,500720,3404896,400576,4506480,1902736,1902736,2103024,2703888,2103024,3304752,1402016,3805472,200288,70,35150544
901296,300432,1201728,3004320,801152,2703888,1301872,3905616,3505040,2904176,1001440,1101584,3505040,2603744,1502160,1902736,1802592,2103024,4005760,1602304,3304752,2503600,4606624,4105904,3404896,1902736,2002880,4306192,3404896,2203168,0,-701008,-300432,2103024,-200288,1902736,701008,2703888,2804032,2303312,500720,200288,2603744,1802592,701008,1001440,801152,600864,3104464,600864,2503600,1902736,3404896,3404896,2804032,1402016,1101584,3404896,2603744,1402016,70,33748528
701008,701008,1702448,3004320,1001440,2403456,1402016,1902736,7610944,1402016,1902736,1201728,3304752,4806912,600864,2103024,2403456,2703888,4005760,1702448,3104464,2603744,2804032,8311952,2103024,3104464,2203168,4206048,5708208,1301872,200288,-701008,0,2002880,0,1702448,701008,701008,6709648,701008,1201728,0,2303312,3905616,-300432,1602304,1001440,1001440,3004320,701008,2403456,1902736,1602304,7410656,1402016,2403456,1001440,3204608,4806912,400576,70,37053280
901296,801152,1101584,2103024,801152,2904176,1902736,3605184,3505040,5407776,2804032,1502160,3605184,2002880,2103024,2103024,2002880,1802592,3204608,1802592,3605184,2904176,3905616,4406336,6008640,3705328,2503600,4406336,3104464,3004320,0,-400576,-100144,1402016,-300432,1902736,1201728,2603744,3204608,4506480,2203168,600864,2603744,1201728,1001440,1201728,801152,600864,2503600,701008,2603744,2203168,2904176,4105904,5107344,3104464,1602304,3404896,2303312,1902736,70,39156304
701008,500720,1402016,2103024,1001440,2904176,1602304,2103024,5007200,1902736,2203168,5107344,2303312,3204608,701008,2002880,1902736,2103024,3605184,1702448,3605184,2804032,3104464,5708208,2904176,3605184,6309072,3204608,4406336,1702448,-300432,-801152,0,1402016,-500720,2203168,901296,901296,4005760,1201728,1201728,3705328,1101584,2303312,-500720,1001440,600864,701008,2904176,200288,2904176,2103024,1902736,4706768,2203168,2603744,4907056,2002880,3505040,500720,70,36852992
1402016,200288,1502160,2303312,701008,3204608,1602304,3304752,3004320,1502160,1602304,3004320,2703888,4306192,1101584,2203168,1702448,2203168,3304752,1702448,3805472,2703888,4105904,3605184,2303312,2703888,4105904,3404896,5307632,1802592,701008,-600864,0,1602304,-300432,2203168,1001440,2203168,2203168,901296,801152,1902736,1602304,3605184,100144,1502160,901296,701008,2603744,701008,2804032,2103024,3004320,2804032,1702448,1902736,3004320,2303312,4606624,801152,70,35250688
1001440,200288,1702448,2103024,701008,2603744,1201728,2403456,4005760,2103024,1902736,1702448,2904176,2804032,901296,2203168,1902736,2403456,3304752,1702448,3404896,2403456,3304752,5007200,3104464,3404896,2703888,4005760,3705328,1602304,0,-1001440,0,1402016,-500720,1602304,400576,1201728,3104464,1101584,901296,200288,1902736,1702448,0,1201728,701008,701008,2603744,500720,2403456,1602304,2103024,4105904,2103024,2403456,1201728,3004320,2603744,701008,70,31845792
1201728,300432,1702448,2703888,500720,5507920,1802592,2804032,2703888,2603744,1101584,1101584,3004320,2703888,1101584,2103024,1702448,2603744,3204608,1502160,6008640,3004320,3404896,3104464,3204608,1902736,2002880,3805472,3805472,1702448,701008,-600864,300432,1802592,0,4506480,1301872,1602304,2103024,2203168,500720,300432,2103024,1902736,0,1602304,801152,1201728,2303312,1001440,5007200,2503600,2203168,2503600,2804032,1301872,1201728,2904176,3004320,600864,70,34249248
2303312,7210368,5407776,2603744,1902736,1602304,1502160,2103024,1001440,1702448,1101584,1201728,1902736,1702448,1602304,3805472,8111664,6609504,3304752,3404896,3104464,2403456,2603744,1902736,2804032,2303312,2103024,3104464,2603744,2503600,1602304,5708208,4506480,1402016,1201728,100144,0,1201728,500720,801152,0,0,1001440,500720,701008,3104464,6609504,5708208,2103024,2703888,1602304,901296,1702448,1402016,1902736,1201728,901296,2203168,1402016,1602304,82,42160624
3505040,1502160,3004320,2503600,1902736,2503600,1301872,2804032,2904176,1702448,1201728,1602304,1702448,1502160,1902736,4606624,2703888,4105904,3805472,3705328,3705328,2703888,3805472,3905616,2603744,3004320,2203168,2904176,2303312,2703888,2804032,400576,1802592,1402016,600864,701008,100144,1402016,1902736,701008,300432,-200288,1101584,300432,1101584,3905616,1602304,2904176,2703888,2403456,1902736,1502160,2403456,2904176,1602304,2103024,400576,2303312,1101584,1902736,82,39657024
1602304,1201728,1902736,1702448,901296,1201728,1402016,2403456,1201728,1101584,6709648,1402016,1201728,3805472,901296,3104464,2403456,2904176,2403456,2303312,2403456,2904176,2904176,1902736,2103024,8612384,2103024,3605184,4706768,1902736,901296,-300432,701008,701008,200288,-200288,200288,901296,701008,400576,5708208,-500720,500720,1402016,0,2403456,901296,1702448,1402016,1602304,1001440,1702448,1402016,1402016,1402016,7610944,200288,2904176,2303312,1001440,82,37453856
2203168,1001440,4907056,1301872,1502160,1802592,1301872,2804032,3505040,1902736,1201728,1201728,9113104,1902736,1702448,3304752,2203168,5808352,2103024,3304752,2703888,2804032,3905616,4306192,2503600,2403456,1702448,10314832,2804032,2503600,1402016,-100144,3705328,400576,701008,0,400576,1301872,2403456,1101584,600864,0,8612384,701008,801152,2503600,1101584,4606624,1201728,2503600,901296,1902736,2403456,3204608,1702448,1802592,500720,9814112,1602304,1602304,82,44764368
2403456,901296,5007200,1402016,1402016,1402016,1702448,2904176,4005760,1402016,1201728,1402016,1702448,1602304,1502160,3605184,2103024,6008640,2403456,2804032,2403456,2904176,3505040,4907056,2403456,2804032,1902736,3304752,2603744,2403456,1702448,-300432,3805472,400576,400576,0,701008,1702448,3404896,500720,200288,-200288,1201728,0,500720,2904176,901296,4806912,1402016,1802592,1001440,1902736,2303312,4306192,1502160,1802592,300432,2804032,1001440,1402016,82,34349392
2703888,1101584,4306192,1702448,1201728,801152,1301872,6409216,3304752,2002880,2804032,1402016,1301872,1802592,1502160,3805472,2303312,5307632,2603744,2403456,1802592,3004320,7510800,4206048,3004320,4206048,1802592,3104464,2303312,2203168,2002880,0,3104464,701008,300432,-400576,300432,4706768,2203168,1101584,1802592,0,901296,0,1001440,3104464,1201728,4105904,1602304,1502160,600864,2002880,5808352,3104464,2103024,3204608,400576,2703888,500720,1702448,82,42561200
2403456,1602304,3304752,2403456,701008,2603744,1402016,2203168,1902736,1602304,2203168,701008,4907056,3605184,1402016,4306192,3004320,4306192,3104464,2603744,3605184,2603744,2904176,2503600,3004320,2904176,1602304,5908496,4606624,2103024,1702448,-300432,1902736,1402016,0,701008,400576,1001440,1201728,1001440,801152,0,4005760,2603744,400576,3605184,1101584,2904176,2103024,1902736,1702448,1602304,1702448,1802592,2403456,1502160,901296,5007200,3605184,1101584,82,38655584
2804032,1201728,3204608,1802592,1001440,2203168,1802592,2804032,2603744,1802592,2603744,1101584,2002880,1402016,1902736,4005760,2403456,4105904,2603744,2503600,3404896,3204608,3805472,3505040,2303312,4005760,1802592,4105904,2403456,2503600,2103024,0,2002880,901296,200288,701008,600864,1402016,1602304,901296,2103024,-300432,1301872,-701008,901296,3304752,1201728,2904176,1702448,1702448,1902736,2002880,2403456,2503600,1402016,3505040,400576,3404896,300432,1502160,82,36652704
1902736,1802592,3605184,1702448,1201728,1101584,1402016,9313392,1902736,2103024,1402016,1201728,3304752,4806912,1402016,3505040,3204608,4606624,2603744,2303312,2103024,2403456,9814112,3004320,3304752,2904176,1902736,4506480,5507920,2103024,1201728,200288,2203168,701008,300432,0,400576,8311952,1402016,1001440,200288,-300432,2603744,3605184,701008,2804032,1602304,3204608,1602304,1402016,1001440,1402016,8812672,2503600,2203168,1702448,400576,3805472,4306192,1402016,82,43863072
2503600,1602304,2403456,2002880,1001440,1502160,1902736,2403456,2303312,1602304,1802592,2002880,2203168,1502160,1502160,3805472,2603744,3204608,2804032,2904176,2503600,3204608,3304752,3404896,2303312,3304752,2503600,4306192,2103024,2103024,1702448,300432,1402016,1201728,200288,-400576,901296,1101584,1402016,500720,1101584,500720,1702448,-600864,901296,3004320,1301872,2203168,2002880,2103024,600864,2203168,2002880,2503600,1201728,2603744,1001440,3805472,0,1502160,82,35150544
